nameseq,fickett_score-ORF,fickett_score-full-sequence
1_107764644_107764778,0.6848,0.40736
1_107764654_107764760,0.8578,0.44723
1_107766301_107766445,1.0389,0.41164
1_107766560_107768404,0.5197999999999999,0.33925
1_107768447_107768589,0.8200000000000001,0.4416
1_107768450_107768588,0.8780000000000001,0.43953
1_107769870_107785144,0.4395,0.34657
1_107773257_107773577,0.5285,0.36487
1_107773584_107774398,0.6125999999999999,0.42602
1_107774402_107775189,0.8076,0.40278
1_107783943_107795602,0.4145999999999999,0.32704
1_107789166_107789224,1.1135,0.41815
1_107793760_107795317,0.3866,0.3025
1_107795599_107800267,0.5507,0.37776
1_107799632_107799948,0.9553,0.46024
1_107806959_107807275,0.5437,0.3410999999999999
1_107808247_107812657,0.4399,0.30136
1_107808582_107809136,0.3964999999999999,0.27287
1_107809142_107812637,0.4553,0.29155
1_107812640_107822463,0.8329000000000001,0.39271
1_107822496_107832084,0.4788,0.29452
1_107823156_107832088,0.4788,0.29452
1_107832229_107832312,0.7633,0.3731799999999999
1_107832591_107832750,1.182,0.4579
1_107833102_107833322,0.5295,0.33347
1_107833106_107847531,0.4758,0.34467
1_107833423_107848440,0.4384,0.31208
1_107847574_107847653,1.2291,0.43022
1_107848686_107849166,1.2177,0.44066
1_107849493_107852940,0.9688,0.45741
1_107852957_107853047,0.5875999999999999,0.35722
1_107852959_107853049,0.5952,0.3404399999999999
1_107853457_107856962,0.5415000000000001,0.32449
1_107857264_107860361,0.4734,0.31089
1_107861283_107861982,0.5634,0.41403
1_107862193_107863040,0.5052,0.28591
1_107863947_107864037,1.1591,0.37447
1_107864054_107864236,1.1192,0.4084399999999999
1_107864250_107864881,0.9553,0.41149
1_107864251_107864881,0.9553,0.40984
1_107865298_107865433,0.8287,0.37294
1_107865629_107865747,1.1517,0.3535
1_107867498_107867663,0.9037,0.42291
1_107867498_107867785,0.9088,0.44171
1_107868751_107868947,0.9496,0.32392
1_107869080_107869141,0.9382,0.3371399999999999
1_107869163_107878959,0.5033,0.31981
1_107869164_107878961,0.5033,0.31981
1_107879954_107880326,0.4007,0.3094
1_107880550_107887269,0.3983,0.2908
1_107880562_107880989,0.6564000000000001,0.3970899999999999
1_107881250_107881529,0.5947,0.33825
1_107884210_107894858,0.3928,0.34512
1_107887744_107894895,0.4591,0.35824
1_107895110_107897502,0.3358,0.28395
1_107895654_107913933,0.4384,0.31208
1_107897603_107899228,0.3528,0.28083
1_107899884_107900136,0.5568,0.44692
1_107903_107965,0.7837999999999999,0.4031099999999999
1_107906810_107906895,0.8330000000000002,0.4180399999999999
1_107907520_107907723,1.1851,0.41608
1_107914127_107926493,0.417,0.32654
1_107919865_107921528,0.8265000000000001,0.3454899999999999
1_107923985_107924213,1.0419,0.4474
1_107927791_107931434,0.4266999999999999,0.30394
1_107927831_107928509,0.6517,0.3596
1_107928517_107931434,0.3777999999999999,0.32077
1_107931452_107932337,0.5815,0.36827
1_107932347_107935458,0.8760000000000001,0.44521
1_107932349_107953886,0.3953,0.33111
1_107943293_107943334,0.8619000000000001,0.3573999999999999
1_107943994_107949906,0.4937999999999999,0.33837
1_107950006_107977365,0.4355,0.29705
1_107975879_107977135,0.5572999999999999,0.38005
1_107977166_107990019,0.3967,0.29639
1_107988177_107989746,0.8439000000000001,0.4566999999999999
1_107990015_107990340,1.1047,0.42553
1_107990531_107990730,1.1103,0.43312
1_107990759_107990798,0.8351,0.40723
1_107990763_107990798,0.7001000000000001,0.40665
1_107990800_107992483,0.6292,0.3319399999999999
1_107992668_107992809,1.2903,0.41063
1_107996051_107996176,1.0564,0.41875
1_107996058_107996161,1.0252,0.4075899999999999
1_107996316_107996458,0.7416,0.44328
1_107996484_107997334,0.9656,0.46245
1_107997351_108000081,0.5817,0.38618
1_108000083_108000539,0.8239000000000001,0.43149
1_108000718_108001195,0.7914000000000001,0.36194
1_10800102_10812593,0.3903999999999999,0.31289
1_108001202_108001651,0.6579999999999999,0.3766799999999999
1_108002426_108003092,0.4866,0.38171
1_108002427_108003092,0.4866,0.38171
1_108003265_108003474,0.631,0.3802999999999999
1_108003604_108003769,0.8079999999999999,0.3728
1_108003711_108003776,0.8063,0.42377
1_108005197_108005602,0.6466,0.36518
1_108005679_108005803,0.5952999999999999,0.3852299999999999
1_108005679_108005806,0.6959000000000001,0.4266299999999999
1_108005806_108005869,1.16,0.43846
1_108005887_108006055,0.5651999999999999,0.3013399999999999
1_108006253_108007198,0.5308999999999999,0.36218
1_108010905_108021541,0.3939,0.29892
1_108029735_108033739,0.3654,0.3266099999999999
1_108031884_108032566,0.5257999999999999,0.36521
1_108033744_108033957,0.5367,0.36634
1_108034241_108034375,0.8843000000000001,0.46557
1_108034381_108034589,0.6154,0.37089
1_108034381_108034599,0.5290999999999999,0.37024
1_108034835_108051394,0.3839,0.32477
1_108034913_108039091,0.3666,0.30475
1_108051394_108056563,0.5458,0.3434
1_108056562_108058025,1.0282,0.40896
1_108058177_108059205,1.0071,0.39624
1_108059213_108059346,1.1708,0.39952
1_108059905_108060220,0.4917,0.31184
1_108060485_108060576,1.0773,0.42307
1_108060663_108060922,0.6376,0.3600299999999999
1_108060663_108060923,0.6835999999999999,0.3460799999999999
1_108061007_108061547,0.8959999999999999,0.4333
1_108061843_108062741,0.9908,0.41001
1_108063478_108099338,0.4912,0.2912
1_108064100_108099338,0.4912,0.2912
1_10809503_10817305,0.4379999999999999,0.3293899999999999
1_108100461_108123856,0.4037,0.28648
1_108123858_108132984,0.4713,0.34355
1_108125571_108145056,0.4465,0.32305
1_108134765_108136064,0.3656,0.32964
1_108140970_108145056,0.3898999999999999,0.35567
1_108145059_108151070,0.4306999999999999,0.28842
1_108151076_108153779,0.9034,0.45235
1_1081613_1086946,0.418,0.29755
1_108161405_108170403,0.3827,0.28923
1_108161831_108189935,0.4037,0.28648
1_108171671_108172429,0.4368999999999999,0.36085
1_108173178_108180669,0.4345,0.3452499999999999
1_10817331_10818060,0.7101999999999999,0.4912399999999999
1_10818071_10818169,0.7451,0.38386
1_108180981_108185159,0.5835,0.35957
1_10818421_10826942,0.3806,0.29003
1_10818421_10834049,0.4838999999999999,0.3343899999999999
1_108185471_108189937,0.4229,0.28167
1_108190988_108191574,0.3482,0.32763
1_108192121_108192989,0.5038,0.36682
1_108192477_108192989,0.5179,0.3598099999999999
1_108193196_108193420,0.7031,0.3625699999999999
1_108194167_108194290,0.6042000000000001,0.40331
1_108194167_108194303,0.6343000000000001,0.3934099999999999
1_108194547_108194700,0.5161,0.3706
1_108194576_108194677,0.5665,0.38151
1_108196535_108196653,0.4427999999999999,0.36985
1_108197764_108198032,0.7497999999999999,0.40574
1_108198664_108198849,0.9838,0.4450199999999999
1_108203038_108203257,0.7302000000000001,0.41849
1_108203874_108203922,0.9248,0.4162
1_108209453_108221512,0.4377,0.32642
1_108209534_108218922,0.5021,0.30656
1_108219375_108219544,1.0323,0.3816199999999999
1_108221432_108221525,0.9891,0.38038
1_108222154_108222435,1.1449,0.42539
1_108223080_108223164,0.8986,0.3964
1_108223173_108225038,1.1574,0.4456799999999999
1_108223173_108235474,0.4643,0.34956
1_108234173_108240348,0.4676,0.28567
1_108238824_108258820,0.4734,0.31649
1_108241847_108264208,0.5014,0.28779
1_108264229_108265896,0.6746999999999999,0.3918399999999999
1_108267219_108267333,0.6732,0.36868
1_108267956_108268179,0.8717,0.39492
1_108268913_108271282,0.3868,0.2925999999999999
1_108271722_108274623,0.4321,0.34038
1_108273425_108289505,0.4702,0.31705
1_108277090_108278713,0.3964,0.30661
1_108289738_108315154,0.3825,0.29367
1_108313493_108320628,0.4533999999999999,0.3333
1_108315161_108320628,0.4929,0.38699
1_108320640_108326865,0.4951,0.37491
1_108326849_108332403,0.4425,0.34284
1_108331212_108341097,0.4019,0.28366
1_10834052_10834106,0.7243999999999999,0.42533
1_108341173_108341532,0.531,0.35923
1_108341173_108341913,0.3438,0.29058
1_108341923_108341985,0.9324,0.43804
1_108342230_108344102,0.3788999999999999,0.34511
1_108343076_108343388,0.7438,0.37357
1_108345915_108345978,1.0588,0.41743
1_108345945_108345978,1.3067000000000002,0.41863
1_108346007_108346253,1.0219,0.45779
1_108346720_108358402,0.3766,0.3307
1_108346722_108358402,0.3766,0.3307
1_108361292_108367701,0.9241,0.47499
1_10836144_10839054,1.2094,0.44116
1_10836153_10838970,1.227,0.43543
1_108370407_108373374,0.4039999999999999,0.3416599999999999
1_108373073_108373293,0.7748999999999999,0.4142
1_108376665_108385645,0.3875,0.3309999999999999
1_108384965_108385528,0.4357,0.32943
1_108388363_108393950,0.4266999999999999,0.35802
1_108388632_108388778,0.9311,0.38808
1_108388818_108388895,0.8616999999999999,0.416
1_108389025_108393950,0.4266999999999999,0.35802
1_108393962_108400186,0.5194,0.33399
1_108400133_108405068,0.5255,0.37234
1_108405004_108405066,1.2514,0.39904
1_108405261_108406094,0.5508,0.36087
1_108405312_108405619,0.7283000000000002,0.34721
1_108406095_108407664,0.579,0.36297
1_108406638_108406950,0.4635,0.33711
1_108409476_108409539,0.8123,0.3902099999999999
1_108409506_108409539,0.9124,0.4283
1_108409568_108410179,0.8198000000000001,0.40601
1_108410645_108425082,0.4457,0.3454399999999999
1_108410780_108425082,0.4508999999999999,0.33676
1_108428185_108428711,0.6479,0.43642
1_10842850_10852216,0.3813,0.28683
1_108429367_108429885,0.4906999999999999,0.38842
1_108431905_108444880,0.5329,0.33281
1_108444881_108456345,0.4847,0.27996
1_108458790_108459339,0.5968,0.35061
1_108460616_108460831,0.9471,0.47752
1_108460618_108460868,0.8055,0.42782
1_108461092_108461337,0.7848999999999999,0.45535
1_108462587_108462651,0.9747,0.36468
1_108462741_108464600,0.4512,0.28873
1_108464599_108478464,0.4265,0.31248
1_108478465_108482552,0.3989,0.37421
1_108482623_108482929,0.52,0.3956
1_108485041_108485186,0.5481,0.40088
1_108485233_108485325,0.7341,0.40221
1_108485361_108485562,0.4526,0.34651
1_108485675_108485898,0.6716,0.33875
1_108485678_108485898,0.6716,0.31005
1_108486531_108488099,0.4409,0.3303999999999999
1_108486557_108488099,0.4605,0.35958
1_108488373_108488752,0.7518,0.42626
1_108488784_108488930,0.7902,0.4147999999999999
1_108489673_108498451,0.4342,0.33403
1_108498823_108498865,1.0482,0.4165
1_108501533_108502293,0.7871,0.44323
1_108502298_108504248,0.6097999999999999,0.34059
1_108502829_108502987,0.5651999999999999,0.41435
1_108503689_108513493,0.8086,0.3715
1_108511585_108511671,1.2758,0.45283
1_108514296_108514412,0.9884,0.3949
1_108514521_108518182,0.4622,0.3127
1_108518385_108529414,0.3703999999999999,0.29367
1_10852224_10852292,0.9308,0.43521
1_10852548_10852688,0.8892,0.35583
1_108529416_108534798,0.7135999999999999,0.36333
1_10853252_10853384,0.5157,0.32332
1_108535102_108535219,1.0816,0.41877
1_108535514_108535585,0.7169000000000001,0.4301699999999999
1_108536516_108537114,0.9204,0.39132
1_108537776_108547888,0.4674,0.29842
1_108547934_108556030,0.4445999999999999,0.39853
1_108556028_108569604,0.4870999999999999,0.31389
1_108572183_108576012,0.4931,0.32767
1_10857370_10857421,0.5746,0.4130399999999999
1_108576072_108578295,0.4276,0.32081
1_10857734_10857873,1.0017,0.43067
1_10857741_10857892,1.0519,0.44147
1_108578562_108579649,0.5885,0.4287
1_10857892_10858055,0.6404,0.32648
1_108579374_108581255,0.4264,0.37566
1_10857958_10858044,0.6761000000000001,0.33457
1_108581904_108585223,0.4342,0.29795
1_10858197_10858352,0.7898000000000001,0.34059
1_10858352_10858547,0.8696,0.46334
1_10858358_10858585,0.8113,0.43735
1_108585311_108586885,0.6166999999999999,0.40668
1_108585319_108586608,0.7142999999999999,0.42972
1_108588145_108588473,1.014,0.43337
1_108588465_108589860,1.0414,0.47453
1_108590535_108590643,0.4773,0.34963
1_108590895_108591009,0.8536,0.46241
1_108590895_108591125,0.5530999999999999,0.43481
1_108591127_108591439,0.6884,0.3918999999999999
1_108591127_108591440,0.7208,0.3956199999999999
1_108591450_108591512,0.7423000000000002,0.42225
1_108595494_108595666,1.0646,0.44291
1_10859583_10859909,0.7099999999999999,0.40276
1_10859586_10859902,0.7099999999999999,0.40276
1_108596038_108596473,0.657,0.34341
1_108596062_108596205,0.6661,0.38587
1_108596478_108598980,0.4770999999999999,0.35373
1_108596478_108609255,0.3797,0.29374
1_108600626_108600911,0.6647,0.4061
1_10860300_10860397,0.9738,0.40135
1_10860855_10861026,0.5103,0.30501
1_108609033_108609241,0.6127,0.27447
1_108612190_108612377,0.7189,0.44524
1_108619757_108619921,1.0535,0.3460999999999999
1_108620491_108621886,0.4458,0.33285
1_108620569_108620756,0.7342999999999998,0.41669
1_108621888_108651869,0.3827,0.28923
1_10862222_10862366,0.9756,0.4079399999999999
1_10862396_10863320,0.8009,0.47735
1_10864159_10873403,0.4428999999999999,0.26082
1_10864902_10873828,0.4716999999999999,0.27254
1_108649686_108649772,0.723,0.39628
1_108651873_108651949,0.8625,0.36694
1_108651983_108652120,0.943,0.35488
1_108652660_108652829,0.5133,0.41496
1_108652662_108652829,0.5443,0.41744
1_108653234_108653403,0.8046,0.44227
1_108653236_108653403,0.7705,0.41972
1_108653810_108653977,0.7742000000000001,0.34688
1_108656708_108656756,1.0247,0.33781
1_108659251_108659469,0.8959999999999999,0.4133199999999999
1_108659251_108666621,0.3899,0.31849
1_108664584_108664846,0.3685,0.33851
1_108670084_108675677,0.4878999999999999,0.30765
1_108671513_108683071,0.3916,0.3095799999999999
1_108681330_108683071,0.38,0.31236
1_1086952_1087940,0.6448999999999999,0.3367799999999999
1_108696046_108705126,0.4239,0.28851
1_108700929_108701565,0.5381,0.33568
1_108706257_108711227,0.5367999999999999,0.40467
1_108706263_108711227,0.5367999999999999,0.40467
1_108711244_108711737,0.6742000000000001,0.352
1_108711772_108712280,0.4472,0.29944
1_108715248_108715576,0.8437000000000001,0.45055
1_108718759_108718882,1.1146,0.44591
1_108719588_108720021,1.0928,0.46939
1_108720101_108720314,1.0823,0.40808
1_108720101_108720316,1.1892,0.42835
1_108720800_108721892,0.6995,0.28884
1_108722057_108722524,0.5275,0.28675
1_108723025_108723184,0.7596,0.44586
1_108723899_108725579,0.7421,0.3920599999999999
1_108725360_108725516,1.2342,0.4064899999999999
1_108726442_108726614,0.9284,0.39437
1_108727894_108733001,0.6931,0.35321
1_108733003_108736153,0.4911,0.31297
1_108736284_108736407,0.4725999999999999,0.30252
1_10873701_10873828,0.9275,0.34828
1_108737593_108747927,0.3825,0.29772
1_10874126_10874190,1.3068000000000002,0.42415
1_10874205_10874850,1.0647,0.43323
1_108748122_108754075,0.5619999999999999,0.40452
1_10874878_10875111,1.237,0.4448
1_108754420_108765198,0.3827,0.31793
1_108768004_108781234,0.3901,0.3387
1_108775298_108775444,0.8787,0.38515
1_108776686_108778626,0.3615,0.34567
1_108778778_108780395,0.7707,0.33923
1_108783190_108783531,1.1585,0.4496800000000001
1_108784025_108784183,0.8132,0.44838
1_108784950_108785043,0.5575,0.34995
1_108785010_108785043,0.5497,0.36645
1_108785208_108790160,0.4517,0.33747
1_10878520_10878772,1.2876,0.38422
1_10878553_10878790,1.2596,0.4231
1_108790203_108816444,0.4095999999999999,0.28267
1_108790213_108799739,0.5087999999999999,0.3873499999999999
1_1087921_1098096,0.4384,0.28338
1_10879282_10889855,0.417,0.35195
1_108802378_108809227,0.4079,0.32086
1_10880431_10889855,0.417,0.35195
1_108809398_108816444,0.4122999999999999,0.29092
1_108816453_108817865,1.3169000000000002,0.38431
1_108816472_108816607,1.3269000000000002,0.40761
1_108818073_108833552,0.3965,0.30816
1_108833548_108849121,0.4093,0.32753
1_108833555_108834663,0.4171999999999999,0.33014
1_108839317_108839369,1.035,0.38142
1_108849125_108861989,0.4023,0.37021
1_108849125_108870121,0.3825,0.32642
1_108868081_108868214,0.6221000000000001,0.37248
1_108869518_108871555,1.2124,0.44821
1_108872110_108872424,0.8140000000000001,0.43808
1_108872143_108880109,0.5108,0.42398
1_108872450_108883463,0.4139,0.35219
1_108880168_108880795,1.0137,0.44548
1_108880831_108881424,0.6840999999999999,0.39477
1_108884702_108885049,1.225,0.41761
1_108885060_108892699,0.4723,0.33815
1_108885203_108892699,0.4723,0.33815
1_108892706_108899380,0.407,0.3256799999999999
1_108892706_108900448,0.4896999999999999,0.3504199999999999
1_10889862_10910129,0.3939,0.29892
1_108899437_108908165,0.4911,0.3487699999999999
1_108908198_108908740,0.414,0.36479
1_108909035_108909233,0.6741,0.4017399999999999
1_108909235_108936327,0.4221999999999999,0.29476
1_108909235_108943461,0.4095999999999999,0.28267
1_108943471_108943987,0.6488,0.34057
1_108945025_108947038,0.423,0.34916
1_108947521_108952863,0.7448,0.39593
1_108952998_108954121,0.9653,0.42311
1_108955717_108956519,0.3688,0.30217
1_108957147_108965379,0.3825,0.32237
1_108965150_108965608,0.657,0.35402
1_108965611_108966724,0.6075999999999999,0.41528
1_108967231_108967615,0.6499,0.39487
1_108967866_108968305,0.8156000000000001,0.45008
1_108968873_108970426,0.382,0.35757
1_108971313_108972445,0.4100999999999999,0.29098
1_108973298_108989702,0.4107999999999999,0.28091
1_108988468_108989569,0.9444,0.45244
1_108990387_108990897,0.7209000000000001,0.3963799999999999
1_108991047_108992177,0.4222,0.36833
1_108992917_108993548,0.445,0.36525
1_108993550_108993910,0.8574,0.41394
1_108993550_108995920,0.5081999999999999,0.39577
1_108995729_109014284,0.4835,0.30189
1_10899728_10900574,0.7483000000000001,0.4348000000000001
1_109003863_109004033,1.0434,0.37901
1_109004752_109014284,0.6577,0.34759
1_109014663_109015641,0.5162,0.37683
1_109015674_109029405,0.4432999999999999,0.2785
1_109016566_109028051,0.4297999999999999,0.27526
1_109028769_109029014,0.5030000000000001,0.37387
1_109029958_109030921,0.9531,0.35092
1_109031989_109044330,0.8603000000000001,0.43288
1_109044532_109044857,0.8358,0.43892
1_109045416_109045821,0.752,0.40781
1_109049045_109049325,0.6340000000000001,0.39318
1_109049595_109049682,1.1042,0.41548
1_109051763_109052294,0.8495000000000001,0.4518199999999999
1_109052666_109054152,0.3863999999999999,0.36349
1_109054728_109061694,0.3887,0.3307
1_109059289_109060769,0.6909,0.38086
1_109061247_109071239,0.3887,0.31165
1_109061698_109071239,0.3901,0.31
1_109071819_109073037,0.6958,0.3626999999999999
1_109080525_109109620,0.389,0.28584
1_109109651_109127717,0.4016,0.32103
1_10911139_10924571,0.4095999999999999,0.28267
1_10911152_10919238,0.4506999999999999,0.32237
1_109118480_109128340,0.3951,0.33446
1_109128369_109142376,0.5014,0.31725
1_109143839_109162114,0.4647999999999999,0.30904
1_109157421_109162114,0.3651999999999999,0.30235
1_109163171_109163671,1.0225,0.43731
1_109164328_109165498,0.4654999999999999,0.3583699999999999
1_109165596_109180284,0.5056999999999999,0.28796
1_109181055_109182989,0.4774,0.34917
1_109184500_109184787,0.9706,0.4685699999999999
1_109184792_109187158,0.7539999999999999,0.41623
1_109187984_109190514,0.6688000000000001,0.44739
1_109191752_109200805,0.4522,0.3208499999999999
